text,label,Unnamed: 2
i saw this film because calexico did the score  a real disappointment  annoying  trendy scenes  with urban hipsters and their cliche hip lifestyles  cheesy stereotypical mexican border culture  mystic grandfather with the rattlesnake and potions  granddaughter in her mariachi style restaurant getup   a few laughs  but hipper than thou  and sorely lacking in vision and basic filmmaking talent,0,
i was surprised to discover michael moore or bill maher wasn t involved with this  movie   an american leftist laundry list of axes to grind  with a distinct sparseness of democrats in hell  mao zedong and karl marx didn t make an appearance in hell  but ronald reagan is in the same room with hitler  perhaps we ll have to wait for these california spin doctors to butcher paradiso for them to show all of their pet ideologue political figures   cheap shots at religion  right wing politicians  corporations and their lobbyists  fox news  even suvs  all the radical leftist talking points were too completely covered   while conspicuously omitting references to wrongdoing from the  other side of the aisle    to not have been a conscious effort  the singular exception i noticed  in the hour and a half  is jfk has to have sex with marilyn monroe for eternity  the token inclusion in these propaganda pieces in a pathetic attempt at appearing non partisan,0,
this movie is one of the best and moving i have ever seen  because of the terrible good performance of the main actress jennifer rubin as jamie harris  who really makes you feel with her  also the music by mark snow is wonderful,1,
contains spoilers  luchino visconti s film adaptation of thomas mann s novella is visually  if not philosophically  faithful to its source  britten s opera offers a more faithful reading of the apollonian dionysian struggles which consume the aging writer   it is certainly one of the most gorgeous films ever made    in the visconti version  the emphasis is more on the physical aspects of the story  never has venice looked more beautiful and alluring  more decadent and effete  if you ve read the novella  it s like having the descriptions on its pages come to life  dirk bogarde gives an outstanding performance as gustav von aschenbach  although he has very little dialogue  he conveys the bitterness  aroused passion and finally  pitiful yearning of aschenbach through facial expressions alone  bjorn andresen  the young actor who plays tadzio  the beautiful object of aschenbach s desire  was perfectly cast  he too plays the part with facial expressions and gestures  the tadzio character is pivotal to the story  so any actor in this role must be worthy of inspiring passion and desire  visconti  with his incredible eye for beauty  knew exactly what he was doing  and changing ashenbach from a writer to a composer based on gustav mahler  and then using mahler s music  especially the adagietto from the  th symphony  was another brilliant stroke  although i d read the mann story before the film  mahler s music and death in venice will always be inextricably linked in my mind  as will the haunting images which appear throughout the film  especially that last one of ashenbach dying on the beach as tadzio walks slowly into the sea    one day this film will be released in dvd widescreen format and its visual splendors completely restored to us,1,
this was the most uninteresting horror flick i have seen to date  the premise is glaringly forgotten after about   minute  the acting is terrible  the scariest thing about this movie is when the two guys kiss  yuck  what were the film festival judges thinking when they gave this garbage a  best film  notation  the only reasons i didn t turn this movie off were to see what not to do as a filmmaker  and if the paper thin plot line could really keep going on as is was  i was not disappointed by this latter notion  there wasn t even a single bit of nudity or gore to keep the kiddies interested  also  i thought it was tacky to use about   minutes of  resident evil    in the movie    was that supposed to be filler   cause it was the goriest and most interesting part of the movie,0,
this is a very amazing movie  the characters seemed so realistic to me  it was hard to believe they weren t real people  being from the south  i thought judith ivey s character seemed especially real  and as everyone else has mentioned  she does an outstanding acting job  the characters are not beautiful and look nothing like the average hollywood stars   their imperfect bodies and personalities seem so much more natural and real    one reviewer mentioned that the main character  alice  had no good reason to run away from home  which is true   she didn t have any moral or upstanding reason to run away  such as escaping child abuse  etc  i thought that she was just fed up with dead end jobs in a working class life and wanted to flee down to florida where her friend lived the appealing and privileged life of a college student in miami  the actress shows alice s confusion  uncertainty  and questioning turn into decisiveness and willingness to take control of her life with impressive naturalness  the film also shows how alice is trapped in situations with seemingly no options  causing her to panic  take action  and reach out for help    at first  the grainy filming style put me off and made me think that it was a very low budget or homemade movie  but in actuality it is very well done  the home movie quality really makes you feel like you are there with the characters  a part of their rv trip across the country  this is definitely a film worth seeing  although i don t quite understand all the descriptions of it as a heart warming coming of age tale  it is rather vulgar and disturbing at times  even if it is not completely sad in the end,1,
tourist trap is an odd thriller that came out in the    s  it s about   friends molly  jocelyn jones   jerry  jon van hess   eileen  robin sherwood   becky  tanya roberts  and woody  kevin mcdermott   who stumble upon a cloesd down museum slausen s lost oasis  a curious and eerie roadside museum  this goldmine of decaying  but strangely life like mannequins is run by slausen  chuck conners   an eccentric  but seemingly harmless has been  slausen has one warning for the youngsters  stay away from davey  slausen s reclusive and disturbed brother   the youngsters  curiosity gets the best of them and they go exploring  the trap is sprung  amidst flying objects  slamming doors  scarves that strangle on their own  empowered by some hidden force  the trap slowly closes in on the group  the  creature  davey and his army of murderous mannequins make quick and brutal work of the friends  until only one remains   although not a slasher movie  tourist trap  still contains elements of slasher movies such as the chase scenes and the stalking and the fact the killer wears a mask   the seemingly telekinetic abilities of the killer to lock bolts and animate the wax dummies  is used to great effect  perhaps the scariest thing about this movie are the mannequins  which are admittedly scary enough to start off with  but are rally spooky here  the film succeeds despite  or perhaps because of  an obviously meagre budget  these wax figures are blatantly plastic shop dummies  but this only goes to serve as even more eerie when their eyes move with an incredible human the acting is actually pretty good  chuck conners gives a well rounded and creepy performance as mr slausen  jocelyn jones is great as the female lead,1,
i think purvis starts out to do a gay  gone with the wind  if so  sorry  tag  it didn t happen  it also didn t happen as a gay  sexploitation  flick  i guess i m confused  what are we trying to do here  much as i d like to  i simply can t get to where i care even a little about these characters  this movie is effective in capturing a taste of the decadence that lives in the south  it does nothing to explain  enlighten or advance my understanding of a gay relationship  or the conflict the protagonist seems to be grappling with,0,
for once a story of hope highlighted over the tragic reality our youth face  favela rising draws one into a scary  unsafe and unfair world and shows through beautiful color and moving music how one man and his dedicated friends choose not to accept that world and change it through action and art  an entertaining  interesting  emotional  aesthetically beautiful film  i showed this film to numerous high school students as well who all live in neighborhoods with poverty and and gun violence and they were enamored with anderson  the protagonist  i recommend this film to all ages over     due to subtitles and some images of death  from all backgrounds,1,
i found code    very disappointing  i thought the concept was good and therefore had great potential as a movie but found that it didn t deliver  code    lacked thought and structure and the storyline didn t flow well  i thought that tim robbins character wasn t well developed  for eg  i thought there should have been more info and thought put into his family life and not have it completely ignored as i felt it was  when they were first in violation of a code    it was suggested that they were not to know that they may have been genetically linked but all the technology was available to them  he took her fingerprint and therefore genetic details when he was investigating the fraud  i constantly found myself waiting for something to happen and the story line to develop and yet it never did  i felt that the film had great potential to be intellectually stimulating but turned out to be the opposite  code    tried to be too clever and in the end just ended up lacking imagination i would not recommend this film to anybody  the only good thing about the film was that it was relatively short,0,
i thought this was a really well written film  i ve heard of radio the person before this movie was even created and i can t begin to describe how good cuba gooding jr was in it  it will make the women cry  everyone laugh  and most everyone will leave smiling,1,
working girl kitty  sothern  is engaged to bill  kelly   who neglects her by working long hours at his garage in order to save money for their marriage  after being stood up on her birthday  kitty goes on a double date blind date  where she meets department store heir bob hartwell  hamilton   she falls in love  but leaves him when his protestations of love appear to cover a desire for her to be his mistress  rather than his wife  faithful bill rallies  round to comfort her  and at last she gives in to his repeated requests to reinstate their engagement  pressured in part by bill s support of her family after she loses her job  when bob returns  however  convinced that he wants marriage after all  will kitty follow her heart or her conscience    this film was a lot better than i d expected it to be  the character of bill at first comes off as the sort of loud comic irishman type that jack carson played so often  but kelly  and the script  infuse the character with real compassion and love  and bill turns out to be the best person in the entire group  viewers may find themselves rooting for him against the feckless hartwell  the tone of the film wavers  however  between light hearted romance and a much darker side  especially in the depiction of a dance marathon and a rather horrific accident at bill s garage   the cast is rounded out by the dependable jane darwell as kitty s mother  an impish but not yet thoroughly obnoxious mickey rooney as kitty s younger brother  and spencer charters as kitty s ne er do well father,1,
i was just lucky i found this movie  i ve been taking advantage of walmart s       dvds  because i watch a lot of movies  and very seldom watch television   i graduated from high school in        so i have family and many friends who served in vietnam  this movie really illustrates the pain i ve seen in my friends in dealing with what happened to them over there  i wish more people would see this movie   i think maybe more people could understand what happened to our vietnam vets by watching these excellent actors in the portrayal of one family damaged by that war  the story felt realistic   it isn t mushy  but made me feel what they were going through  i think it helped that martin sheen and emilio estevez were playing father and son   it made their relationship more believable,1,
barry kane  robert cummings  is wrongfully accused on sabotaging a hanger making aircrafts for the war  he goes on the run  meets patricia martin  priscilla lane  along the way  and she joins him to find and bring the real criminals to justice   there are a lot of things wrong with this film  robert cummings was a good actor but he s totally miscast in this role  priscilla lane is pretty but was never a good actress  the story doesn t make a whole lot of sense  and rambles on longer than needed   it wears its patriotism a bit much  but this was made while wwii was in full swing  and there s no ending  it shouldn t work but it does   it s full of bizarre lines and characters that certainly hold your interest   for example  lane says to cummings  while they re falling in love    i wish i could have met you a hundred years ago              lane pays a villain for getting her lunch and cummings and lane join a circus troupe briefly while on the run  also hitchcock s direction was  as always  just great  he throws in some truly amazing shots and sequences  especially the statue of liberty climax    this is not one of hitchcock s classic movie but is still very good and worth catching,1,
the plot of this movie is as dumb as a bag of hair  jimmy smit plays a character that could have been upset by the ridiculousness of the story  he is evil and a wife beater  it s a character as far from his nypd and la law roles as you could possibly get   if you ve thought he had the looks and the acting chops to play the really bad boy role  her s your present   but         mary louis parker wears black miniskirts and little black minidresses throughout the movie   she has always had some of the greatest legs in the history of the movies  this makes the movie well worth it for this leg admirer   i d buy the dvd for this reason only if it was available,1,
i have watched farscape from first episode to now  and i will continue to watch it  the setting and the characters are amazing and the plots are great  the show really keeps me on the edge of my seat and when the show goes off after an hour i keep hoping it will be another hour,1,
i m a huge fan of the spy genre and this is one of the best of these films  the assignment is based on a true story  which has been somewhat embellished for the big screen  and it really takes you on a fun ride  the film has a great cast  starring aidan quinn  donald sutherland and ben kingsley   naval officer quinn is a reluctantly recruited by sutherland after a chance meeting with kingsley who believes quinn to be the famous terrorist carlos the jackal  because quinn so closely resembles carlos  sutherland stops at nothing to recruit him because sutherland is obsessed with the terrorist s capture or death   the training sequences are awesome  quinn is really put to the test by kingsley and sutherland  having to withstand attacks from remote controlled snowmobiles  from eating the same food each day  to being drugged with a hallucinogen  he even has to learn how to make love to a woman the way carlos would   the film has some great action scenes with quinn eluding allies because they believe he is carlos and in his final mission when he is to kill the jackal  throughout the film  quinn must struggle with the new personality he has attained versus his own  will he remain as ruthless and free as carlos or will he once again return to his life of a good husband and father    if you like the spy genre  this is a must see  the action is used only to propel the story of this thriller forward  no gratuitous explosions or fight scenes  rating    of    stars,1,
i would watch this movie every time it was on cable and it never got old  who can forget some of the best lines in film history      johnny s fat boy burgers   johnny s fat boy burgers   and look between the giant melons  i used to wish i could run all over the city in a treasure hunt as fun as this  it s an all time fave and i m happy to hear that it s out on video  i m positive that this is where mtv got its original premise for the road rules series,1,
one of the worst theatrical movies of the year  if not all time  anthony hopkins belittles himself by even appearing in this joke  i can t believe david mamet and ridley scott s name appear on this travesty  the best career move jody foster ever made was turning this one down  julianne moore was as emotionless throughout as a female keanu reeves  gary oldman was of course  his brilliant self  he is a crippled victim of hannibal and the make up is so good  i didn t know it was gary until the final credits  but eaten by trained boars    give me a break  rumor has it that he didn t want his name even mentioned in the credits  and frying and feeding his own brain to ray liotta   i was laughing at the absurdity  no make that stupidity of this flick at this point  i haven t seen so many people walk out of a movie since who s that girl   pay someone else to go for you if you must  but miss this one at all cost,0,
first of all  i really can t understand how some people  enjoyed  this movie  it s the worst thing i have ever seen  even the actors seem to be bored   and i think that says it all   however  i have to give my applause to the opening credits creators   that team seems to have a really good future  that s why i recommend the big studios to watch only the opening credits  and one or two special effects sequences  if they re watched outside this movie  it almost looks like a good movie    better luck  or judgment  next time for the producers of this  this    this  thing,0,
i just finished watching this film  for me  the most outstanding work in this film was the music score  while many silent film scores work very well with their scenes  i feel that this is the best score i ve come across  the mutiny scenes in particular worked extremely well,1,
robin hood  men in tights has received no respect whatsoever  it was hilarious  cary elwes was excellent as the  prince of thieves   and david chappelle  amy yasbeck  patrick stewart  richard lewis and mark blankfield as blinkin all did fine jobs  i will never understand the hostility toward  robin hood  men in tights   but i do know a great comedy when i see one    robin hood  men in tights  receives     out of,1,
this movie was so weak that it couldn t even come up with good cliches to rip off  i love horror movies and will see practically anything  but if i had it to do over again i would have skipped this one entirely  you may think that i m exaggerating  but i challenge anyone to find anything even remotely satisfying or interesting about this piece of garbage  not scary  not funny  not curious  not worth it,0,
possibly the worst movie i have ever seen  pathetic in almost every way   i threw the dvd straight in the bin   i didn t even think it was fair to give it to the local thrift shop   the effects are beyond a joke  the dam control room looks like cardboard  the water looks way out of scale with the backgrounds   nothing works   then there is the limp plot   about as much depth as a scooby doo cartoon   i couldn t wait for them all to drown,0,
oh  good  grief   i saw this movie title in the tv schedules and thought  i must watch this movie  ripping off snakes on a plane  it will be terrible but hopefully laughable too  sounds fantastically bad   well  i was half right   this movie is eye meltingly bad and  sadly  not even unintentionally hilarious  it s just bad  even worse  it takes almost an hour to get to anything resembling action  for the first half of the movie we have to endure some mumbled foreign language  mexican or spanish  apologies for my ignorance  and terrible acting as some woman vomits up live snakes for reasons we only find out later on  then we have to endure even more terrible acting  and we find out that those mumbling in the foreign language could speak english anyway  as the snakes finally get loose on the train and things move from the sedate to the ridiculous   low budget does not always mean  bad  but  in this case  it does  what we have here is a movie given no thought  a terrible script  a bad cast and not even the sense to capitalise on it s very few strengths  i give two marks for a few decent special effects and a whacky ending but that still feels a bit too generous  avoid if you can   see this if you like  stagknight  the wicker man remake  terrible cgi,0,
best in show is certainly christopher guest s funniest and deepest movie yet  the characters are excellently portrayed and the connection of pet to owner adds a new level of comedy to the movie  i ve been a fan of guest since spinal tap but in this movie he has truly achieved what he set out to do in the  mock umentary   a genre he invented and has now perfected,1,
a touching movie  it is full of emotions and wonderful acting  i could have sat through it a second time,1,
this is definitely a  lesser known  comedy short from the     s  the only reason i saw it was because it was on a dvd by kino films featuring non laurel and hardy shorts featuring ollie  they are interesting and historically important  but also generally average to below average for the style film  compared to shorts by chaplin  keaton  arbuckle and lloyd  they are definitely a step below them in quality and humor  also  the accompanying music was pretty poor by the standards of other silent dvds  i ended up turning off the sound due to the inappropriateness of the music to set the proper mood  but  despite this  they are still worth seeing   i ve gotta be honest about this short  it was the last of   on this dvd and by the time i got to it  i was pretty bored with the mediocrity of   of the   shorts  so  it is possible the film might be a little better than a    but certainly  if this is the case  no better than a    the film is a pretty standard short about an incompetent bellboy  nothing especially interesting and there are certainly much better silent shorts out there,0,
this was one of the most emotional movies i have seen  passion  pleasure  pain  despair  sorrow  healing  cleansing and love   the entire movie was spellbinding  everything was done so well  the adaptation from the book  the actors  the sets  the camera shots   this movie touched me deeply in so many ways  it reminded me of the despair that loosing your love can have  and the time it takes to heal that wound  you may love again  but will always be risking the pain that comes with separation    is this not one of the most important age old questions    is it better to have love and lost    than to never have loved before      ascension,1,
once again seeing this kind of movies turns me more and more into english humor  not too often seen on screen since the days of monty python and man about the house  too bad   brenda blethyn  who i first saw in saving grace early in the year  another must see by the way   just excels  as alfred molina does  the rest of the cast  while virtually unknown to me  turns on great performances too  the film starts slowly and gradually gains in pace and amusement   midway i had tears in my eyes from laughing   all in all  a funny english movie  a thousand times better than the supposedly  funny  garbage that comes from hollywood,1,
what an incredible story and what a beautiful film  hat s off to ben daniels  lavinia currier and the great honore de balzac  this captivating film conveys the passion experienced by the characters so effortlessly and yet so powerfully  i watched it mesmerized  almost holding my breath as the story developed towards its inexorable end  this film s execution was almost flawless  simple and pure  it plays with our hearts  guiding us in understanding the strange platonic  absolute thus possessive bond between two creatures not meant to be part of each other s world  both are capable of affection  yet ironically  it s the more  evolved  one who becomes dependent and possessive  unable to accept the other s freedom  it s one of the most fascinating and intriguing look at the many forms of love  and an incredible study on how oppressive and destructive human love can be sometimes    only a rudimentary mind would associate this story with any kind of bestiality,1,
i would like to vent my displeasure at nbc canceling las vegas  the show had been top notch for the past  years  tom sellecks addition was great  he really brought a nice fresh addition to the show  what does nbc have now  lame reality and night time game shows  i mean come on keep the old and tired law and order  not even putting jack mccoy as da can keep the show interesting  gee let s keep quality program like deal or no deal or ed  er should be put out to pasture to  nbc is worse now than it was in pre seinfeld cheers days  with cable and internet  nbc cannot afford to fall flat on its face please bring back vegas  i remember when homicide life on the street ended the way it did  at least they had a two hour series final  hey cbs are you listening  please pick up vegas it is a great show,1,
no  i m not kidding with this one  he was a guest reviewer for entertainment weekly and gave this movie positive marks  and who can blame him  this is a charming  upbeat  and rather funny disney movie  who doesn t love kittens  the music in ev rybody wants to be a cat is jamming  it makes me want to snap my fingers or something  only years later when cats don t dance came out have i seen a movie that was that musically fun  what aristocats lacks in animation and story  it makes up for in charm  plus  everything moves at a relaxed pace  and even the villain isn t all that scary  it s perfect for the younger set while not being so sappy that adults can t like it  if snoop was here  i m sure he would say the same thing  yeah  dig those crazy cats  man,1,
there s no point in comparing this with the original series  though different in look and content  both are true to the original idea  that is  an sf horror anthology series  due to indifferent scheduling in australia  i ve only managed to catch a small number of episodes spread over the first few seasons  the very first episode really did give me the creeps  nightmares at my age       but a number of others did fall flat  generally when the stories moved into horror realms and away from sf  i only hope the dvds reach us eventually,1,
this is a pretty silly film  including what may well be the least erotic come on ever to make it to the big screen  the heroine pours v   all over herself and invites the hero to lick it off    yuck    and yet it also features the resplendent lucinda dickey in what is far and away her most erotic performance  in those long ago days  women    even action heroines    with real muscles were a rarity  and i can still remember the way my jaw dropped when dickey took off her shirt  revealing the most powerfully built female back and biceps i d ever seen  dickey s beauty and vitality carry the film  she could have been a female schwarzenegger if anybody had had the vision to promote her,1,
this movie is stupid and i hate it    i turned it off before it reached half i hate this movie  amitabh sucks in this movie i wanna throw eggs at the person who directed this movie  this movie is stupid and i hate it    i turned it off before it reached half i hate this movie  amitabh sucks in this movie i wanna throw eggs at the person who directed this movie  this movie is stupid and i hate it    i turned it off before it reached half i hate this movie  amitabh sucks in this movie i wanna throw eggs at the person who directed this movie  this movie is stupid and i hate it    i turned it off before it reached half i hate this movie  amitabh sucks in this movie i wanna throw eggs at the person who directed this movie  this movie is stupid and i hate it    i turned it off before it reached half i hate this movie  amitabh sucks in this movie i wanna throw eggs at the person who directed this movie,0,
well  i m not about to add to the diatribe that s been  preached  about this film   all i can add is that at no time does it even pretend to be a  historic  picture  unlike  braveheart    titanic  or  the patriot  all of which have very credible and serious historical amendments  purely for theatric effect  possible the worst of excuses     has everyone taken a sense of humor bypass    all i can add is a paraphrase from the good captain macleane    it looked  fantastic and we have a bloody good laugh      one last point  what astonishes me is that there are comments relating to the  modern music  in a historic setting  i wonder if the same people made the same judgment about moulin rouge  i suggest not,1,
i never saw doctor who before  at least not in any focused way   so i was new to the concept  i have to say that the new show works very well  it s funny  it really also ought to say  comedy  in the genre description  many plot turns are only acceptable because of their comedic value   it s well written and it s making a meager budget go a long way  the human dimension is very strong and engaging  which is very rare in current tv shows   i ve seen the first eight episodes  and      were my favorites so far  even types of stories that are all too easy to screw up  with time travel  saving one s dead parents and that sort of stuff  works out amazingly well here   christopher eccleston is a joy to watch as the witty and light hearted though occasionally morose doctor   if they can find a good replacement for him  i ll be quite surprised  but i m willing to give the new guy a chance  there s little doubt  however  that the eccleston episodes are going to go down in history as classics   the relationship between the doctor and rose is particularly refreshing  the doc is much more of a father figure to her than a romantic interest  and yet there are hints of romantic innuendo between them  which however is much more emotional and human than sexual   a good show  the biggest drawback is the low budget   a show like this ought to have better special effects  and why they don t simply use some cheaper effects  i don t know  in this day and age  sfx don t have to cost a bundle   just look at the star wars  revelations fan film     out of,1,
the china syndrome is a perfectly paced thriller and not slow or boring at all  as some people tend to say  the transitions from one scene to another are great and the tension build up in the film will keep you on the edge of your seat for the entire two hours  jack lemmon is great  as always  as the somewhat nervous plant operator and jane fonda succeeds again in bringing some real emotions into the story  you can see this film as a political statement of the time  or just as an intelligently made thriller  either way it is definitely worth watching,1,
although coming after three star wars  krull   countless others  this movie would look outdated in the     s      sfx mostly consist of     s videogames effects such as bolts etc  annoying after a short while  you also get a sfx creature that looks like a poor man s version of some tier iv harryhausen monster     sets are mainly ruins in the countryside  with papier mache temples and miniature cities or abodes that makes     s japanese monster movies look like flawless perfection     plot is paper extra thin   hercules must find zeus  seven golden thunderbolts stolen by conspiring gods   zombie tyrants     action mainly consists in retarded  muscled up hercules   check the variety of facial expressions   wrestling cheap     s videogames effects     acting award goes to milly carlucci  third carlucci show biz sister with anna   gabriella    which says all     sfx make other tier ii italian salad bowl movies such as l umanoide   star crash look like masterpieces   well  considering that ferrigno s main acting exploit consisted in impersonating a retarded green monster  wearing a whig and green espadrillas  we ought to be lenient   watch it   forget about it,0,
the theme song often goes through my head after all these years  i was never much of a tv watcher  probably because i was just entering my busy teen years when my family bought our first set in      and it never became part of my life  but from the first episode of lawman i was hooked  and it is the only tv show i ve ever scheduled my week around   intelligent  believable  well written and well acted  and john russell is still to me the most beautiful man i ever saw   peter brown was no dog  either  o    i agree that it is one of the most underrated tv series of all time  i hope i can find some episodes for my grandchildren to watch,1,
currently playing at the      german film festival in australia http   www goethe de ins au lp prj ff   enindex htm thanks to peanutqueen and especially ariesgemini for her rundown on the actors in this ensemble cast   in australia these movies were sub titled in english and while french movies here often get a mainstream release  german movies are still to gather that sort of commercial audience  but like bmws and mercedes when germans get it right i really like their films  like pq the time here went so quickly  lots of laughs from the audience as each of the   men and   women moved down the speed dating line   minutes at a time   while many films are overlong this one i could have watched much more of  it had the sort of characters and character development for a series  given time i will re read ariesgemini    review and reference the actors i liked and their other work with a view to keeping an eye out from them  i agree    most of these actors will go onto bigger and better things  some very good character actors in this fine film  i did see it in the program listed as a mockumentary  mock or otherwise it felt very real  and quite romantic in it s way   viva la deutcsh,1,
i m just starting to explore the so far wonderful world of monsieur ozon  i ve seen only   films so far  and with the last one in the row it hit me that all of them were in fact about lonely women and their actions  not a single non lonely female character out of     and all of them bring heavy impact of surroundings   this film is probably the only one  out of four  where this impact is for good   the gay theme is an almost standard part of background for ozon s films  so it doesn t grab the accent  although the looks of the characters might   watch for the feelings  not for their objects   very nice and fleeting  truly like a summer romance  and while being a relaxation to thought and mind  it gives some food for the soul,1,
i really enjoyed the patriot  this movie had less violence and was based on a real life threat that could inevitably destroy our civilization  one line in the movie from wesley mclaren  seagal  stuck out in my mind to be very true of our society   western medicine is in the practice of prolonging illness and i am in the business of curing it,1,
first of all  let me start by saying that i have been a devoted follower of c thomas howell s career ever since  the outsiders  and  the hitcher   he was an up and coming star in the     s   with hits such as  soul man  also  the future was bright for this young actor and he had the potential to go on from there and really assert himself in hollywood  put it this way   tom cruise had a bit part in  the outsiders  while howell had the lead  look at cruise today     but picking material like this drivel will only denigrate howell s career even more   if that was possible  why does he pick stuff like this  a small part in a major movie would be of more benefit to him than this rubbish   essentially the story here takes place in a post apocalyptic world where everybody lives underground where chaos reigns  howell is a shepherd   protecting the flock of various religious leaders by killing off any undesirables  he s a hit man in other words   the sets are so bad  they wouldn t look out of place on a thunderbirds episode  the use of slow motion needlessly repeats itself throughout the movie but is well backed up by bad acting  and bad is a kind word here   no continuity  scenes that are thrown in for no reason whatsoever  vehicles that looked like they were made from a corn flakes box and a directorial style that bordered on stupidity  oh yeah  and the storyline was pathetic too   i hate writing bad reviews about films   especially those in which i really like the star   but this film is so bad i don t believe for one second that anyone could have been proud of it  i am not a filmmaker nor am i a director but i would hide my head in the sand if i d spent whatever amount of money and time on this movie   in short   this was a monumental waste of time and energy and i would not recommend anyone to ever see this film  it came free with a dvd player i bought but i still turned the thing off halfway through because i was embarrassed for howell  come on c   give yourself some credit and wrestle yourself away from these non hit wonders and try to knuckle down and get a good part   however small          and only because there is no setting for,0,
cheers to all the wonderful fans of this film that have not only seen and appreciate it  but  based on the many literate comments  actually get it  i for one have always considered paul mazursky s  tempest  a musing on the shakespeare play of the same name  as has been noted in a few of the other reviews here  on the other hand  if you re looking for a more straightforward adaptation of the play  you should look elsewhere  as an experiment  however  it succeeds just spectacularly  charming  moving  funny  sad  dramatic     it s all of that and much more  cast  locations  script  music are just fantastic  cassavetes and rowland were never better  susan sarandon s turn more than hinted at the great work to come from her in the future  molly ringwald makes her film debut memorable and you just have to love raul julia s performance     he steals the show in several scenes  what s more  the always great cassavetes was confident and assured enough a performer to have let him  a study on what the thematic elements of shakespeare s classic might be life if updated into more  modern times   mazursky s  tempest  burns brilliantly,1,
this was a great movie  it was a completely enjoyable adolescent fantasy  so what makes a movie great  technical details  i think that if that were the sole criteria  our culture would be the poorer for it  so this movie is to  the godfather  as new wave music is to mozart  the point is  it is one of the best movies of it s type i ve seen  the women are all beautiful  as are only seen on california beaches when movies are being made   it has a little of everything  a kind of battlestar gallactica meets baywatch meets the playboy centerfold video meets wayne s world  there is plenty of charm and a reasonable  albeit predictable  storyline that keeps you interested until the next bit of eye candy graces the screen  joe estevez may not have his brothers career  but does a good job of bringing focus to the story as the eternally adolescent uncle bud  contains plenty of expected absurdities such as female rock band playing without the guitars plugged in   was that intentional   if you re attracted to the box  rent the video  you won t regret it  as is promised  it is good non violent erotic fun,1,
i was at wrestlemania vi in toronto as a    year old  and the event i saw then was pretty different from what i saw on the wrestlemania collection dvd i just watched  i don t understand how the wwe doesn t have the rights to some of the old music  since most of those songs were created by the wwf they shouldn t have to worry about the licensing and royalty fees that prevent shows like snl from releasing season sets  its pretty stupid to whine about  but for me hearing demolition come out to their theme music at a wrestlemania in person was a memory that i never forgot  and it didn t exist on this dvd  what is the point of them even owning the rights to this huge library of video if they have to edit it so drastically to use it,0,
a holiday on a boat  a married couple  an angry waiter and a shipwreck is the reason to this films beginning   i like boobs  no question about that  but when the main character allies with whoever happens to have the most fish at the moment  mostly by having sex with them and playing the role of the constant victim  my anger just rises to a whole new level  take two guys  a husband and another man   put a pure bombshell woman in the middle of them  ad a deserted island  subtract all her moral issues  ad a whole bunch of moral issues to the men and mix it in a big bowl of arguments  fish and a zippo lighter and you will come up with a piece of junk movie like this    the acting is  i would say  good  there are some bloopers but not many as far as i could see  the main female character makes me sick  this is due to her lack of moral values  the man with the most fish get s her attention  even though one of them is her husband  she sees no problem with being unfaithful with  manuel  the other man because  i must do it to survive   how can you justify having sex with another man for fish when your husband is   feet away  and he won t even benefit from it  the female character has absolutely no problems to justify anything that she does  if she doesen t get approval for her actions  she s a victim   i recommend everyone to see this movie  this is the kind of movie that will make just about everything else you see this year a pleasant movie experience,0,
ouch  no real need to say anything else  this movie actually had me contemplating suicide  as a huge fan of the wonderful genre that is zombie movies i found this to quite possibly be the worst attempt i have ever been privy too  the film never actually seemed to go anywhere  what was the point to it all  i am left feeling hopeless and lost  hell this was so bad i cant even justify bashing it anymore  i m just gonna go hang myself in the closet  ok now i tried to submit my comment but the server will only accept comments that are ten lines or more  so here it goes    bad  horrible  no where near enough gore  no tits      how can you have a zombie movie without tits  as a matter of fact the female lead had one hell of a rack and the only reason i watched the film to completion was in order to maybe by chance get a glimpse  nope  of course there was one line that does deserve mentioning  a line i am looking forward to using myself someday  when i just feel the need to get my face smacked   this hog isn t going to smoke itself  this movie is bad  so bad,0,
feels like an impressionistic film  if there is such a thing   the story is well told  very poetic  the characters well developed and well acted by the interpreters  or interpreted by the actors       the film delights in its own sumptuous emotions at times and works well  unless you hate such emotion in movies   not so in my case   it s a very humanistic film   the landscape and even the extraordinary situation of the displaced cook are very poetic in their own right   well done   a good classic for any good film collection,1,
ms  stowe is sensational in this power drama about a secret policeman who interrogates a children s author because he believes she is trying to plant ideas in her writings that are contrary to the state s  this is an incredibly powerful film  both performances are worthy of more recognition as is the message of this movie  put this on your must see list if you can locate it,1,
