text,label,
"Andaz Apna Apna is my favorite comedy movie of all time.Both Aamir and Salman khan have acted brilliantly while Aamir's acting was far better than salman.Aamir Khan is known as 'MR. PERFECTIONIST' in Bollywood and he proves it in every of his film.  The story moves around two young guys Amar (Aamir Khan) and Prem (Salman Khan) both are from poor families and are a big dreamer.They want to become rich without bearing any pain.so when they hear about Raveena Bajaj (Raveena Tandon) daughter of Mr.Bajaj(Paresh Rawal) who comes to India to find his bridegroom , they both fool their fathers to marry Raveena Bajaj and the journey begins.There is also a twist in the movie that makes movie even more funny.Paresh Rawal is in double role (Teja and Mr. Bajaj) and has acted brilliantly as he always does.Shakti kapoor (crime master Gogo) also adds a great comedy.  This movie is a rib tickling comedy from first minute till last and it is one of classic comedy movies of Bollywood.",positive,
"This movie is simply excellent. For some reason it wasn't a success at the box office in India. In New York, however, I have yet to come across a person who disliked this movie. This is definitely the funniest movie to come out of India. Everyone gives a good performance; Amir Khan; however, just takes over and puts the movie over the top.",positive,
"Probably this is the best film of Clint Eastwood. Here action is minimal, but with plenty of good acting. A Yankee soldier Eastwood is wounded and taken by the female pupils and teachers of a school in the South, where he is hidden and taken care. Shortly after his recovery all ladies wanted to have fun with him, and some of them succeeded including the director of the school(Geraldine Page). Erotic scenes are coming until the ladies discovered that their ""macho"" was shared by several of them, so they became angry and poisoned him in a farewell dinner. Geraldine Page, although somewhat old, was able to play a very suggestive role as the director of the school, a woman with more failures than happiness in her life.",positive,
"Oh man , this movie is amazing, It's very good it's a story about a man who isn't so accepting of Black people, he sits at a bar drinks on his night out and he rants about hippies who are anti-war , and how blacks and hippies don't deserve to get any welfare checks. This movie is very realistic ,because it portrays a guy ""Joe"" who represented a lot of guys back then, and now too. The story goes like this.... Joe is in a bar and he rubs shoulders with a rich guy who just accidentally killed his daughter's hippie boyfriend. And this rich goes to the bar to rethink what he just did, and while he's doing that, ""Joe"" is in the bar ranting about hippies and people who are against the war. The rich guy accidentally tells Joe that he killed a hippie ; and obviously joe applauds the rich guy, Cause Joe hates hippies, Amazing movie watch it to see what happens next. I liked this movie , because it was reminiscent of those days in the early 70's, I liked the way movies were shot back then in those days, very good stuff , it's not like today's movies. Basically the movie gives you an inner look into the mind of the lead character ""Joe"" . I like the theme of the movie ....... about the working man , who's busting his ass trying to make a living",positive,
"This is a wonderful comedy short--one of Keaton's absolute best. Through a long series of silly mistakes, Buster is mistaken for a wanted killer. And, as a result, most of the film consists of him running from the cops and one detective in particular. While generally I am NOT a fan of movies with a lot of chase scenes, this one is the absolute best as far as pure athletic and acrobatic ability. I have seen some that have had wilder stunts, but none where the star was so limber and able to move with amazing grace. In particular, there is a scene where he runs across a table, jumps on a man's shoulders and dives up through the transom as lithely as is humanly possible. Plus so many of the gags are funny and perfectly timed, such as how he really comes to believe that he's actually killed someone. By the way, this film is VERY similar to COPS, also by Keaton, but original enough and with enough energy to make them both worth seeing.  This film is brilliant and the only Keaton short I can think of that I probably liked even more was THE PLAYHOUSE--where Buster plays every role at the theater.",positive,
"Considered by many to be a strangely overlooked Chabrol it seems to me the reason it has been cold shouldered is its sleaze factor. Not as overtly sexy, violent or gory as many films of this period it nevertheless starts rather startlingly and although becoming more measured continues to ooze a rather unpleasant odour. Ms Audran, not here the ice maiden but a drunken mother, Donald Pleasence does a cameo as a child molester, David Hemmings has his eyes on underage sex and the central theme involves the relationship between a brother, sister and niece. No not very nice at all and Chabrol treats it all as if it is very normal (like it might be in some small French village!) instead of Ed McBain's New York City. Had this been treated in a more sensational manner then it would have been a more acceptable but lesser film. Here we really have to choose between the likelihood of various unpleasant options before the final denouement. Very watchable",positive,
"Korean ""romance"" about the owner of a camera store who is diagnosed with a fatal disease. As he goes about his daily routine and prepares for the end he becomes acquainted with a young girl who is a customer. A friendship and romance grows, eve though neither expresses any sort of affection for the other. Good film is unlike anything you are likely to see remade in America simply because the studios would insist that the ""couple"" act on their feelings. He will not say anything because he doesn't have that long to live, she won't because its not the thing thats done and he is not responding as she thinks he should. Of course its much more complex than I'm making it out to be and in all honesty its the sort of thing that you should discover for yourself. Is it a great film? No, but it is a good one that will move you emotionally. The final lines of the film still haunts me: ""I always knew that love would fade like a photograph - but you will remain in my heart as you are in my last moment. Thank you and goodbye"". It may seem odd out of context but with in the context of the film it is very moving.",positive,
"Once you sit down to see this film "" A Cannon for Cordoba "" you get the feeling it's going to be a great. The reason? The film begins with a rousing score by noted composer Elmer Bernstein who gave us such memorable themes as 'The Great Escape and the Magnificent Seven.' Indeed, when you read the opening credits headlining the cast is none other than George Peppard as Capt. Rod Douglas, you know it's going to have action and lot's of it. Furthermore when you see actor John Russel playing General John J. Pershing, you know you're in for a heroic saga. The story is taken from the annals of the Mexican revolution and involves the U.S. in a border town dispute with the Mexican bandits who cross the Rio Grande in the early 1900s. Among the most brazen of the rebel leaders is General Cordova (Raf Vallone). With his army of Mexican revolutionaries, he attacks Pershing, kills his men and steals some valuable artillery pieces. Since the United States Army cannot enter Mexico legally, Capt. Douglas is sent on what is slated a suicide mission, without orders and without aid from Pershing. His mission is to retrieve the Cannons, destroy a rebel stronghold and bring Cordova back alive. Selecting the roughest, toughest, most experienced, certainly the most insolent men available, Douglas enters Mexico and attacks the nearly impregnable fortress. Dramatic action follows, as does lots of explosive excitement. If one is asks for criticism, I would say the choice of heavies. Vallone and John Larch are not very menacing. Not so with the men who side with Peppard. Pete Duel and Don Gordon (Who is superb.) Nevertheless, this movie is recommended as good viewing. ****",positive,
"Hard Justice is an excellent action movie! The whole movie is really nothing but shooting and fighting! For the people who say they don't make shoot em ups like they use to. Well, this one is really hard-core! David Bradley is really good and his character takes a pounding in the movie. He gets hit by the stick over a dozen times, gets stabbed in the back and is in a coma for three days and then wakes up and fights again, gets beat up, recovers and is ready for more action! His character is incredibly tuff! Charles Napier was very good as well and he arguably steals the show! Vernen Wells was good! Professor Toru Tanaka had a short and an uncredited role in Hard Justice! As for the action, it is truly awesome with all of the gun fights and the huge stand off like scene in the beginning has cars getting blown up and flipping up in mid air! There is so much that happens in the 95 minute run time. For the action fans you will be blown away by all of the fire power and fighting that this film has to offer! Hard Justice is a movie that isn't easy to locate and if you are at a video store and you see it for sale buy it up because this movie is big keeper an d plus the box is cool! There is a ton of action that has to be seen to be believed! Look and see if you can find some good deals on Ebay, Half.com, Amazon.com's Z-Shops and Market Place Sellers! I strongly recommend that any action movie fan who loves shoot ems and fighting movies and has been disappointed by other movies that have the look like a true non stop action flick but fails to deliver it to get Hard Justice!",positive,
"Hell to Pay is a bit bloody for my taste, even though it is no worse than many films. Nevertheless, I did enjoy the parade of seasoned stars and the western scenery & all; but, the story-line was very weak and I couldn't really see the point of it all. However, the music that accompanies the movie more than makes up for the lackluster film.  Where did the guys -Nate & Noah Cryns- who wrote this music come from? They are awesome!! From the moment the music begins, it is by far, better than anything I've heard in years. I think it may be the best I've ever heard! Even though I wasn't thrilled with the action taking place on the film, the music evoked the exact emotion that was needed for each scene. I was transported in time to the old west during the opening credits and really felt like I was re-living those old days through the music.  This movie is definitely worth a purchase and a viewing for the beautiful music and a trip down memory lane to see the old western stars once again.",positive,
"I'm a huge fan of the spy genre and this is one of the best of these films. The Assignment is based on a true story, which has been somewhat embellished for the big screen, and it really takes you on a fun ride. The film has a great cast, starring Aidan Quinn, Donald Sutherland and Ben Kingsley.  Naval Officer Quinn is a reluctantly recruited by Sutherland after a chance meeting with Kingsley who believes Quinn to be the famous terrorist Carlos the Jackal. Because Quinn so closely resembles Carlos, Sutherland stops at nothing to recruit him because Sutherland is obsessed with the terrorist's capture or death.  The training sequences are awesome. Quinn is really put to the test by Kingsley and Sutherland, having to withstand attacks from remote controlled snowmobiles, from eating the same food each day, to being drugged with a hallucinogen. He even has to learn how to make love to a woman the way Carlos would.  The film has some great action scenes with Quinn eluding allies because they believe he is Carlos and in his final mission when he is to kill the jackal. Throughout the film, Quinn must struggle with the new personality he has attained versus his own. Will he remain as ruthless and free as Carlos or will he once again return to his life of a good husband and father?   If you like the spy genre, this is a must see. The action is used only to propel the story of this thriller forward; no gratuitous explosions or fight scenes. Rating 10 of 10 stars.",positive,
"2002's the Bourne Identity is one of my all-time favorite movies. however, many fans of the book have complained that the movie had very little to do with the book's plot.  The Assignment is the real deal. It's odd that no-one on the ""Bourne Identity"" threads has mentioned this movie at all. (Well, I jst did.)  Besides the excellent plot, I personally found this movie to be as good as any espionage movie I've ever seen, with the possible exception of The Bourne  Identity itself.  The action is all completely realistic. I especially liked the protagonists' training regimen, which was very inventive.  The feel is dark and gritty. There are a few surprising plot twists. The acting is excellent.   If you like this genre, I cannot recommend this movie highly enough.",positive,
"I loved that the mood was light and airy. I loved that the lead character wanted guarantees about his future, and that his roommate sets him ""straight"" of all people. I loved that they tackled the dynamics of how the members in the men's group dealt with each other, considering this was directed by a lesbian,the whole theme of masculinity was put out there, ridiculed, dissected and questioned. What makes a man? What makes one straight, gay, or bisexual? You aren't really sure if our lead character has decided on who he really wants; he's living in the moment and thrown caution to the wind. These, and other reasons, make me love this film.",positive,
"I saw this film at the Boston Internation Festival of Women's Cinema last night, and was saddened to hear Ms. Troche tell us (in her Q&A after the screening) that she doesn't expect to see too much US distribution, due to her insistence on including all of the so-called ""gay content"". It was a FANTASTICALLY entertaining comedy, and it just seems to me that American audiences might enjoy it in much the same way they enjoyed ""The Full Monty"", so it's really unfortunate and kind of ridiculous that a few shots of two boys kissing is keeping it away from mainstream theaters. Wonderful cast, FABULOUS script, and of course, Rose Troche's direction make this one of the funniest films I've seen.",positive,
"An inspired choice of director for this latest Brit-Flick, Rose Troche, who burst on the scene with the budget-free tale of NY Dykes, _Go Fish_ brings a gently Jaundiced view to this tale of a Londoner choosing the slightly inappropriate milieu of a male bonding society to declare his lust for a fellow seeker of masculine truths. The highlight for me is a scene where the society try to revert to being primitive hunter-gatherers but end up ordering a take-away. The film as a whole is wonderfully acted and Troche, who'd never be accepted by some of the lesbians she portrayed in her previous film, relishes the bigger budget by indulging in some wonderfully lingering pan shots that contrast with _Go Fish_'s grainy hyperkinesis. A really enjoyable film",positive,
"No this is not an Ed Wood movie. ""Angora Love"" is Stan Laurel's and Oliver Hardy's last silent movie. The end of an era! In the '20's Laurel & Hardy left a real mark on the silent movie genre with movies that are still popular and being watched and aired regularly, this present day.  It's a shame that this movie is however not among their best.  The premise of the movie sounds good and is good. The boys team up with a goat this time, which of course leads them into trouble and for us some hilarious situations to watch. It however at the same time is extremely silly and just totally unbelievable to watch the boys doing comedy stuff with a goat. Most of the jokes in the movie still work good but the movie just however never gets truly hilarious or memorable. The comedy and story really feels lacking at times and is mostly too simple and predictable.  Of course still good and fun enough to watch for the fans but still a slightly disappointing last silent Laurel & Hardy entry.  7/10",positive,
"After spending five years in prison, Dr. Thomas Reed, played by the incomparable Vincent Ventresca, exiles himself to Purgatory Flats and winds up tending bar. He soon meets the luscious, angel-faced Sunny (Alexandra Holden). ""You are wicked."" he tells her. ""You have no idea."" she replies as she sips her Slo Comfortable Screw and languidly drags on her cig. Reed finds himself entwined in the violent troubles of her family and the femme fatale story unfolds set against the desolation and desperation of the oil-drained western town.  Canny direction. Great performances. Superb entourage work. And some lust scenes that sizzle like the sun in Purgatory.",positive,
"Blind Date is one of three stories-made-into-movie by author Vida Hurst. Lots of familiar faces in this oldie from 1934. Mickey Rooney as a mouthy little punk. He seems to be in the film for comedic and homey ""family values"". Jane Darwell again plays the strong-willed mother, just as she had in Grapes of Wrath and the Oxbow Incident. Ann Sothern is Kitty, who has been dating Bill (Paul Kelly), but meets up with rich Bob Hartwell, played by Neil Hamilton, who may or may not be better for her. You can certainly tell that this was made at the very beginning of the Hays production code -- at one point, Kitty says she can't be up there alone with him if there isn't anyone else in the house...what a change from just a year or two prior, when anything and everything was OK. Good solid plot, but a whole lot of conversation and mushy love talk. It raises the question over what a girl should be searching for in a man; should she hold out for a man with integrity who treats her nice, or just find a man with big bucks, as most of the movies from the previous 20 years had advocated...? and how do men change when their situation changes ? watch out for some violence in the strange dance marathon scene. TV viewers from the 1960s will recognize Hamilton as Commissioner Gordon from Batman..... Also some weird drama in the off-screen lives for some of the cast in this one --Paul Kelly had gone to jail for being accessory to murder in a love triangle. Mickey Rooney had an affair with Norma Shearer, who was 20 years older; Rooney ended up being married eight times. Tyler Brooke (Emory) and Spencer Charters (Pa) both knocked themselves off in real life. The title ""Blind Date"" has been reused many times, for films, TV series, and even cartoons, but none of them seem to have the same plot as this one.",positive,
"This was truly a deeply moving movie in every sense of the word. I myself was a Mormon missionary and I know first hand the wanting to complete my mission but at the same time hiding the fact that I was gay. Like the character Aaron, I was sent home for being found out and excommunicated, but being the only Mormon in a family of Catholics wasn't as big a shame as it was for the lead character. This movie really took me back to those days and helped me to realize, years later, how fortunate I was to have a family that accepted me and understood what I was going through. I found myself applauding the end of a movie when Aaron and Christian find each other again by shear chance at Lila's Restaurant. I was truly moved to tears. I highly recommend this movie to all who read this review and also declare it a must buy.",positive,
"Latter days is the best gay movie of the homosexual genre. Most of the films entail sappy stories, one night stands, and let us not forget infamous baseball teams? Latter days actually contains male affection beyond the kiss in the dark, and quite graphic material that made me wonder whether the film belonged at Blockbuster or badpuppy.com. The films emotional journey is what sets it above the rest in the genre. Not until this film had I seen a story of such intense passion and love, and the torture that it can bring. I think when people cry during movies they should be beaten, but I found myself sobbing throughout several scenes because of the realistic nature of the world in which we live. I suggest every gay male see this film, and if you have a boyfriend, thank him...",positive,
"Working girl Kitty (Sothern) is engaged to Bill (Kelly), who neglects her by working long hours at his garage in order to save money for their marriage. After being stood up on her birthday, Kitty goes on a double-date/blind date, where she meets department store heir Bob Hartwell (Hamilton). She falls in love, but leaves him when his protestations of love appear to cover a desire for her to be his mistress, rather than his wife. Faithful Bill rallies 'round to comfort her, and at last she gives in to his repeated requests to reinstate their engagement, pressured in part by Bill's support of her family after she loses her job. When Bob returns, however, convinced that he wants marriage after all, will Kitty follow her heart or her conscience?   This film was a lot better than I'd expected it to be. The character of Bill at first comes off as the sort of loud comic Irishman type that Jack Carson played so often. But Kelly (and the script) infuse the character with real compassion and love, and Bill turns out to be the best person in the entire group. Viewers may find themselves rooting for him against the feckless Hartwell! The tone of the film wavers, however, between light-hearted romance and a much darker side, especially in the depiction of a dance marathon and a rather horrific accident at Bill's garage.  The cast is rounded out by the dependable Jane Darwell as Kitty's mother, an impish but not yet thoroughly obnoxious Mickey Rooney as Kitty's younger brother, and Spencer Charters as Kitty's ne'er-do-well father.",positive,
"This movie is excellent ( i watched the French version ). There are many subplots (which usually detracts from the whole ), but they nicely unfold and concur to the ""discovering of one's real self"" main theme. In fact, the whole movie (besides his background ) is the journey to the discovery of one's ( or someone else's ) self. Is the King really a ""good peacenik monarch"" trying to wage a ""war to end all wars"" or is he just a disturbed, blood thirsty hoodlum? Is he a true king, after all? Is the attendant to the queen mother just a lusty, career-driven, spineless sock puppet or rather a sharp thinking, bold individual? Will the dame/concubine realize who the king truly is? What's between the king and the old chancellor? What's the secret everyone knows but won't tell? What's the true reason the assassin quit his ""job""? Subplots (something i'm not particularly fond of ) are handled well and keep one watching until the end. Scenes are well crafted and CGI fits nicely in, without going overboard. Suspense is properly maintained and actors are upto the task. There is a lot of brain-damaged smiling, but that is how one was supposed to behave at the king's court ( as the dame/concubine complains about ). Realistic movie without superhero moments. This Chinese movie really puts Hollywood cardboard colossals ( Gladiator etc ) to shame.",positive,
"Superbly adapted to the screen and extremely faithful to Mary Webb's period novel, this film is a true masterpiece. Aside from the exceptionally talented rising star, Janet Mcteer as the lead and one or two established actors, the film used mostly little known names. Yet the drama was all the more convincing for that. The social and personal tension is almost tangible and I felt as if the cast were reacting each other's character as though they would have done in real life. I saw that one commentator asked if Janet McTeer really had a hare-lip, a testimony to just how good was her characterisation. I saw this on TV when it was first shown, taped it, then later the tape was sadly lost. But it remains clear as anything in my mind. If you have any fondness at all for the social period, it's an absolute must see.",positive,
"It's really good to see Van Damme's film are slowly getting better of late and especially compared to C-grade flops ""Derailed"" and ""Second in command"" which were both tragic and not in a good way. The Sheperd: Border patrol is a good action flick with some really great action/fight sequences. It's good to know that Van Damme still knows how to kick seeing as his last film ""Until Death"" had no martial arts in it at all!!!  That being said, this film is significantly inferior to ""Until Death"" which was a really good turn for Van Damme. ""Until Death"" lacked the over-the-top action of most Van Damme films but was dark and gritty and Van Damme's performance as an actor was surprisingly good in that film. Still, The Shepherd is definitely a film worth checking out especially for Van Damme fans or just action movie fans in general but if you're looking for a film with a bit more story line.....you may want to skip this one!  I do believe that this film was done well enough especially on what little budget it would have been shot on. The only real problem I have with this film is the title; ""The Shepherd""? I don't get it! I suppose ""Border Patrol"" just doesn't have the same ring to it without the word ""Shepherd"" in front of it!!!  My rating for this film is 7 out of 10 but that's by Van Damme movie standards not in any other film category.  i.e. It's good for a Van Damme film.",positive,
"Once a year in America, Saturday morning would give way to new cartoons, usually sometime in America. Just about the time school started.  I guess this was to make not having school on Saturdays that more bearable.  One Friday night before the premiere of the new Saturday morning cartoons, a movie came on.  ""At The Earth's Core"" I had not a clue who Cushing nor McClure were. Clearly they were not from the same country, so I couldn't grasp why they were traveling together.  I do recall seeing the mechanism in the fire-breathing monster's mouth.  What connects this movie for me is the opening with the molten metal and then suddenly we get the band playing as we see the factory.  How do you end a movie like this? The music again, and two bewlidered cops as the drill appears behind them.  Whatever reason, I remember watching this movie more that Friday night than I do any new cartoon that came on the following morning.  That was definitely the late seventies.  It would be during Jurassic Park mania, cicra '93, I believe, before I would see this movie again.  Yes, people in costumes. There was the fire-breather again.  Still loved the ending with the two cops.  Finally, it would be nearly another decade before I would send off for the movie on DVD.  Now I would just watch the beginning and intro.  Oh, I do love much of the movie. Of all these sci fi Jules Verne, HG Wells, ERB movies, this one stands as my fave.  What I note now is that one of the cops begins turning around a wee bit too soon, then turns back, then he and the other cop are synchronized as they turn inward once again to look behind themselves at the drill.  Perhaps for me, this movie stands as the best of the Saturday morning shows, which is why I enjoy it so much.",positive,
"I have fond memories of watching this when it came out. It's one of those films that you know is rubbish, even when you're a kid, but at that age you overlook the ludicrous acting, special effects and plot (so there's a race of big-busted nymphets living underground, huh?) and just enjoy the campy monsters for all they're worth.",positive,
"Walking With Dinosaurs is an amazing Documentary, educational for both the Ignorant of Dinosaurs and Dinosaur-Lovers (like myself) alike. I admit, I was very young when I saw this on Discovery, but I was obsessed with it immediately. (Spoliers!!!!!) The series contains 6 episodes, going from the Late Triassic when dinosaurs were just first evolving to the Late Cretaceous, at the end of Reign of the dinosaurs. When I first saw this film, it was like I really had traveled back in time. The majesty of the Diplodocus, the adventures of Opthalmosaurus, and the caring mother version of T-Rex all astounded my family and me. It is an amazing film, and I believe that BBC managed to do just what they set out to do. Awesome job!",positive,
"Walking with Dinosaurs is absolutely brilliant in every regard. Kenneth Branagh narrates in a way that really makes you want to listen. The script for the documentary really sounds as though the researchers and writers had done their homework, it is so insightful and it does get you hooked and never lets go. The music is also brilliant, very dramatic when it needs to be. But the visual effects and scenery are what makes this documentary work so well. The scenery is breathtaking, and the dinosaurs look so real, thanks to the simply astounding effects. This is so informative with such a good concept and attracts not only adults but kids too.  In conclusion, this is a must watch. Not only did I love this, but this is quite possibly the best documentary I have ever seen. If anything, it could have done with being longer, other than that this is perfect. 10/10 Bethany Cox",positive,
"Great ""documentary"" of how scientist's believed dinosaurs behaved, captured with some of the most spectacular CGI since ""Jurassic Park"". Done completely seriously, like a prehistoric episode of ""Nation Geographic"". Grabs your attention from the first frame and never lets go. My favorite part was when the Diplodocus fights off the Allosauros.  10 stars. This is what science is all about.",positive,
"While I agree completely with drvn below about Mary McCormack flopping a milk-bag out on TV, the rest of the show is fantastic! Phil Hartman was great in a professorly way, teaching the celebs the ins and outs. Foley's a nut, but in a good way. You never know what self depricating humor he's going to come up with next. As for the game play, it's entertaining, filled with witty banter, and great for any newbie that may have even a passing an interest in the game. Too bad it isn't on anymore :( I just checked the schedule all the way to August and it doesn't appear to be scheduled for any time in the future. Bad Bravo! You deserve a beating!",positive,
"Hadnt heard a lot about this movie, except it being National award and Oscar entry. Its a Marathi movie, n I cant make out apple from orange in marathi. But when I saw the movie playing on DD1 late Sunday night, I just got glued. Now I am no judge of cinematic techniques and acting skills. But I have watched a good number of movies, of various genres, and for an average viewer, I will highly recommend this movie. The feel is very earthy and realistic, though there are some melodramatic moments. Watch it to feel human. Lately haven't seen any movie, which touches heart, especially in Hindi cinema. the crowning achievement of the movie is when the young kid returns home. The camera moves around to reveal the kid, wearing black glasses, having lost his eyes, the kid hears the other kids splashing in the water and starts clapping. I was awestruck. And the two hours I spent watching the movie - very much worth it :-)",positive,
"After a very long time Marathi cinema has come with some good movie.This movie is one of the best Marathi movies ever made. It shows how a old grandfather tries to save his grandsons eye. He tries everything that is possible in his hands to save the child's eye. Doctor and a relative of his tries to help him in his attempt.  The acting by the grandfather, the boy and the doctor are simply superb. They have shown true picture of a typical Marathi life. Every bit of action has some meaning in it. I would recommend to watch this movie, as initially I thought this one would be of documentary type but this was above my expectations.  This film is really going to touch your hearts.I would expect more Marathi movies to come up with performances like this.",positive,
"The China Syndrome is a perfectly paced thriller and not slow or boring at all, as some people tend to say. The transitions from one scene to another are great and the tension build up in the film will keep you on the edge of your seat for the entire two hours. Jack Lemmon is great, as always, as the somewhat nervous plant operator and Jane Fonda succeeds again in bringing some real emotions into the story. You can see this film as a political statement of the time, or just as an intelligently made thriller. Either way it is definitely worth watching.",positive,
"Bridges's drama about a reporter who discovers some flaws in the safety precautions taken at a nuclear powerplant is directed well and a pretty interesting film from the late 70s. Its not amazing, but its solid, the acting is pretty good especially Jack lemmon, but Douglas and Fonda were good too. It was a pretty good screenplay and Bridges's direction was solid and suitable. This is definitely not one of the best films of the 70s, but its one of the better ones. A good early Michael Douglas film and Lemmon in his prime.--- IMDb Rating: 7.2, my rating:, so in simple words, solid but not amazing... thats what this film is, solid but not amazing 8/10",positive,
"This is the true story of the great pianist and jazz singer/legend Ray Charles (Oscar, BAFTA and Golden Globe winning Jamie Foxx). He was born in a poor African American-town, and he went blind at 7 years old, but with his skills of touch and hearing, this is what would later in life would lead him to stardom. By the 1960's he had accomplished his dream, and selling records in millions, and leading the charts with songs and albums. But the story also showed his downfalls, including the separation from his wife and child, because of his affair with a band member , his drug and alcohol use, and going to prison because of this. Also starring Regina King as Margie Hendricks, Kerry Washington as Della Bea Robinson, Clifton Powell as Jeff Brown, Harry J. Lennix as Joe Adams, Bokeem Woodbine as Fathead Newman, Aunjanue Ellis as Mary Ann Fisher, Sharon Warren as Aretha Robinson, C.J. Sanders as Young Ray Robinson, Curtis Armstrong as Ahmet Ertegun and Richard Schiff as Jerry Wexler. It is a great story with a great singer impression, the songs, including Hit the Road Jack, are the highlights. It won the Oscar for Best Sound Mixing, and it was nominated for Best Costume Design, Best Director for Taylor Hackford, Best Editing and Best Motion Picture of the Year, it won the BAFTA for Best Sound, and it was nominated for the Anthony Asquith Award for Film Music for Craig Armstrong and Best Original Screenplay, and it was nominated the Golden Globe for Best Motion Picture - Musical or Comedy. It was number 99 on 100 Years, 100 Cheers. Very good!",positive,
"This is an excellent James Bond movie. Although it is not part of the original and more famous series, and it is a standalone film, it is very well done. Enticing Sean Connery to return to the role he made famous was a stroke of genius, as was titling the movie in a way that references his past vow to not play Bond again. Connery was as great as he was in his earlier 007 appearances. The script is outstanding, as are the photography and the performances. It's the earliest movie I recall with Kim Basinger, who became much more famous after this film; Barbara Carrera was excellent; and Klaus Maria Brandauer was absolutely perfect as the main villain. The frequent references to the aging of Bond and the changing times and attitudes of the British secret service were most humorous. The 007 gadgets equaled those of the other Bond films. The only thing missing was the famous 007 music theme, which, of course, could not be used by this competing production. It was rather amazing to me to be able to see two excellent James Bond movies released in the same year, this one and Octopussy with Roger Moore. An interesting aspect of the film is an emphasis on video games and computer graphics. The early 80's were the first heyday of such things, and the use of them in this film made it a very contemporary movie. The film is actually a different version of Thunderball, updated with newer technology. Regardless of the repeated theme, there are sufficient differences to make it most entertaining. I will watch this one frequently.",positive,
"I can't really criticize this film. It is literally the first film I ever remember seeing and lead to a lifelong love of science fiction and horror films and prehistoric animals. Fortunately, seeing it again years later, it held up fairly well. Rod Cameron plays a big game hunter whose last safari was wiped out by mammoths. No one believes him, including his best friend, played by Cesar Romero, whose brother was among those killed. And Rod Cameron was the only survivor. The film was shot in India and has some good scenery. The acting is on a high level. I don't believe Rod Cameron, Cesar Romero and Marie Winsor ever turned in a bad performance. The mammoths, when they finally arrive are fairly effective. The ending also has an unusual twist, particularly for a 1950's science fiction film. Definitely worth seeing.",positive,
"Anthony Quinn was a legend of 20th century in cinema by his great roles obtained this movie about a policeman innovated a false guilt for Toni to rape his beauty wife (Lisi) but he failed in this trap because he faced the strength of Lisi but he succeeded in his trap which was prepared by him for Toni that he put his name in the list of Jewish people in Romania and he transported from country to another in east Europe.  This movie was directed in 1967 at the time of Arab -Isreeli war in 1967 (Six days war) as an evidence of harmful works from Jewish people which were caused by Jewish people not only in Europe but also in the rest continents.  Jewish people were a great cause of French revolution in 1789 , the Pelchfik revolution in Russia 1917, the Turmoil of different countries in any time.  Pearl Buck wrote a novel (Peony) in 1948 at the time of occupied Palasteine in 1948 about Chinese Jewish people and their problems they faced in China because of their bad instruments they used in these countries as keys of crisis.",positive,
"I love this film. There is something for everyone. It if funny, saddening, passionate and dramatic. The mixture of two completely different cultures creates a whole new world that the viewer cannot help but want to be a part of. I must admit that I am slightly biased, as Colin Firth is my favourite actor and so nothing that he does is wrong in my eyes (!), but in this film his tremendous acting talent is apparent and it is furthered even more by the beautiful acting of his co-star Nia Long. The problems that their love affair suffers makes it, ironically, more believable and the simple features like the contrast between the colours of Matthew's and Nimi's clothes alone, makes this film all the more enchanting. I defy anyone that cannot be moved by this story. I find it enchanting and have watched it at least ten times since I bought the film a week ago!",positive,
"The story of how the (communist) leader who freed the Congo from Belgium imperialism was eliminated by the Western powers through the hand of Mobutu. A story of struggle and injustice, of hope and the search of freedom. The story could be the one of any African country. A very moving film with images full of symbolism and beauty. If you have to see only one foreign film this year, see this one.",positive,
"It's particularly hard for a director to capture film-making without getting precious, inbred, over-dramatic, or all three. Breillat ably demonstrates the instinctive, lizard-brain methods of a female auteur in extracting from two ""cattle"" (as Hitchcock called actors) a love-scene of searing intimacy. Her main battle is with her leading man (""an actor is really a woman"" she opines), although, naturally, it is the leading lady who will steal the show. I disagree that this is Breillat's first comedy. 'Romance' was at various points hilarious, but I accept that the French sense of humour can be elusive for foreigners; indeed, dozens of IMDb reviewers detected no comedy in Romance. By contrast, Sex Is Comedy raises plenty of laughs, mainly by using an actor's prop that goes back thousands of years to Plautus and the ancient Greeks. We wondered, leaving the theatre, whether Roxane's ""beard"" was a wig. A lovely performance from Anne Parillaud as Breillat wrestling with her own script, looking ten years younger than her age.",positive,
"This film was very interesting to me, virtually a film within a film, which is about a very whimsical director who cleverly persuades an actress and and actor (who happen to dislike each other) in producing sexual chemistry on film. The director is faced with a fusillade of obstacles as she tries to get the two individuals to perform beautifully on film. Sex is Comedy is much more than a comedy, packed with uncomfortable quirky moments the movie also addresses the psychological and innate instinctual behavior of men and women in regards to the sometimes controversial act of sex. I loved this film, the character Jeanne played by the beautiful Anne Parillaud performs wonderfully on screen as you share in her struggle to produce a motion picture work of art.",positive,
"with what they had. John and Carolyn were very private so the writers had to put together what they could. I really liked Portia de Rossi as Carolyn, but Jacqueline Bisset's voice grated on my nerves. She should have used her regular voice. I would have preferred that the whole movie focus on John and Carolyn instead of rehashing stuff we already know about John.",positive,
